,location,total_sqft,bath,price,bhk
8950,other,1320.0,2.0,58.0,3
8951,Kammasandra,1500.0,3.0,65.0,3
8952,Vittasandra,1246.0,2.0,67.5,2
8953,Bhoganhalli,1718.0,3.0,90.2,3
8954,Bisuvanahalli,1075.0,2.0,32.0,3
8955,other,1480.0,3.0,75.48,3
8956,Kanakpura Road,1041.0,2.0,36.44,2
8957,other,1128.0,2.0,48.4,2
8958,Hosur Road,1685.0,3.0,90.0,3
8959,other,1180.0,2.0,65.0,2
8960,other,1200.0,2.0,60.0,2
8961,other,1250.0,3.0,39.5,3
8962,Kanakpura Road,900.0,2.0,41.0,2
8963,other,1000.0,2.0,45.0,2
8964,Vittasandra,1404.0,2.0,70.0,2
8965,Ramagondanahalli,1610.0,2.0,115.0,3
8966,Varthur,1760.0,2.0,85.0,2
8967,other,975.0,2.0,55.0,2
8968,other,1190.0,2.0,42.0,2
8969,Kudlu,1110.0,2.0,46.0,2
8970,Gunjur,1235.0,2.0,44.5,2
8971,other,1275.0,2.0,55.0,2
8972,Harlur,1197.0,2.0,76.0,2
8973,Begur Road,644.0,1.0,32.0,1
8974,Bellandur,1251.0,2.0,47.0,2
8975,other,1080.0,2.0,38.0,2
8976,Kudlu,2100.0,3.0,114.0,4
8977,NRI Layout,1731.0,3.0,64.11,3
8978,Hormavu,1206.0,2.0,55.0,2
8979,Choodasandra,1560.0,3.0,78.0,3
8980,7th Phase JP Nagar,750.0,1.0,47.0,1
8981,Sarjapur  Road,702.0,1.0,35.8,1
8982,Attibele,1700.0,3.0,65.0,3
8983,HRBR Layout,1145.0,2.0,68.5,2
8984,Ramamurthy Nagar,1208.0,2.0,43.5,3
8985,Brookefield,1589.0,3.0,74.0,3
8986,Yelahanka New Town,1426.0,2.0,61.5,3
8987,Green Glen Layout,1885.0,3.0,135.0,3
8988,Old Madras Road,935.0,2.0,37.77,2
8989,Old Madras Road,1171.0,2.0,73.0,2
8990,Singasandra,1465.0,2.0,60.0,2
8991,Budigere,1820.0,3.0,95.0,3
8992,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
8993,Whitefield,1452.0,2.0,46.29,3
8994,Hennur Road,1445.0,2.0,89.56,3
8995,other,1170.0,2.0,39.0,2
8996,other,1070.0,2.0,50.0,2
8997,Kanakpura Road,1100.0,3.0,53.0,3
8998,Kothanur,1140.0,2.0,56.0,2
8999,Rachenahalli,2600.0,3.0,160.0,3
9000,other,1532.0,3.0,59.75,3
9001,other,1150.0,2.0,46.0,2
9002,Jakkur,1473.0,2.0,85.0,2
9003,Kathriguppe,1350.0,3.0,80.99,3
9004,Hoodi,1660.0,3.0,128.0,3
9005,Chamrajpet,650.0,2.0,45.0,2
9006,other,1495.0,3.0,90.0,3
9007,R.T. Nagar,1080.0,2.0,48.0,2
9008,Electronic City,1521.0,2.0,57.5,3
9009,other,1053.0,2.0,51.0,2
9010,7th Phase JP Nagar,1050.0,2.0,42.0,2
9011,Thanisandra,1430.0,2.0,51.48,3
9012,other,1250.0,3.0,39.0,3
9013,other,1200.0,2.0,75.0,4
9014,Uttarahalli,1000.0,2.0,39.5,2
9015,Bannerghatta Road,1630.0,3.0,68.0,3
9016,Kammasandra,985.0,2.0,40.5,2
9017,BTM 2nd Stage,1200.0,2.0,70.0,2
9018,Ambalipura,1650.0,3.0,100.0,3
9019,Mico Layout,1670.0,3.0,59.0,3
9020,other,1000.0,2.0,60.0,2
9021,other,830.0,2.0,26.0,2
9022,Ramagondanahalli,1200.0,3.0,56.1,3
9023,Haralur Road,1140.0,2.0,43.0,2
9024,Nagarbhavi,1635.0,3.0,85.0,3
9025,HSR Layout,1120.0,2.0,70.0,2
9026,other,2750.0,6.0,200.0,6
9027,Harlur,2137.0,3.0,110.0,3
9028,Hennur Road,973.0,2.0,50.74,2
9029,Banashankari,1020.0,2.0,40.79,2
9030,Electronic City,750.0,1.0,35.0,1
9031,Kambipura,883.0,2.0,49.0,2
9032,Ramagondanahalli,2787.0,5.0,220.0,4
9033,other,1470.0,2.0,60.0,3
9034,other,1275.0,2.0,76.0,2
9035,Kothanur,1787.0,3.0,120.0,3
9036,8th Phase JP Nagar,1730.0,5.0,75.0,5
9037,Yeshwanthpur,1692.0,3.0,108.0,3
9038,Bannerghatta Road,1400.0,3.0,69.0,3
9039,Sarjapur  Road,1115.0,2.0,50.0,2
9040,Whitefield,1370.0,2.0,56.0,2
9041,other,1602.0,3.0,56.0,3
9042,other,793.0,1.0,40.0,1
9043,GM Palaya,675.0,1.0,35.0,1
9044,Chikka Tirupathi,3250.0,4.0,136.0,4
9045,Whitefield,1050.0,2.0,43.0,2
9046,Jalahalli East,1035.0,2.0,42.5,2
9047,Sarjapur  Road,1200.0,2.0,44.0,3
9048,Sarjapur  Road,1800.0,3.0,128.0,3
9049,Green Glen Layout,1625.0,3.0,70.0,3
9050,Electronics City Phase 1,1032.0,2.0,31.99,2
9051,Whitefield,1496.0,2.0,71.81,3
9052,other,1100.0,2.0,38.0,2
9053,Kundalahalli,1500.0,3.0,50.0,3
9054,Electronic City Phase II,1125.0,2.0,32.63,2
9055,other,1555.0,3.0,73.0,3
9056,Amruthahalli,1025.0,2.0,42.0,2
9057,Hennur Road,1482.0,2.0,83.73,3
9058,other,1630.0,2.0,130.0,3
9059,Arekere,900.0,2.0,44.5,2
9060,Yelahanka,1355.0,2.0,75.0,3
9061,Akshaya Nagar,1200.0,2.0,45.0,2
9062,other,1563.0,3.0,63.0,3
9063,other,1344.0,4.0,84.0,4
9064,5th Phase JP Nagar,812.0,2.0,42.0,2
9065,Basaveshwara Nagar,1200.0,2.0,70.0,2
9066,Yelahanka,3175.0,4.0,156.0,4
9067,Marathahalli,1360.0,2.0,101.0,2
9068,Hegde Nagar,1835.0,3.0,88.0,3
9069,Rachenahalli,1756.0,3.0,110.0,3
9070,8th Phase JP Nagar,1296.0,2.0,51.83,3
9071,Haralur Road,1300.0,2.0,75.0,2
9072,Anandapura,1141.0,2.0,50.0,2
9073,Poorna Pragna Layout,1270.0,2.0,50.79,3
9074,Electronic City,1210.0,2.0,55.0,2
9075,Hormavu,1310.0,2.0,67.0,2
9076,Magadi Road,1713.0,2.0,55.195,3
9077,Gubbalala,1745.0,3.0,140.0,3
9078,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
9079,Electronic City Phase II,1140.0,2.0,34.0,2
9080,Varthur,1210.0,2.0,54.0,2
9081,Kasavanhalli,2035.0,3.0,142.0,3
9082,Amruthahalli,485.0,1.0,19.5,1
9083,Varthur,1112.0,2.0,40.0,2
9084,other,1200.0,2.0,82.0,2
9085,Sarjapur  Road,2275.0,4.0,187.0,3
9086,other,1419.0,3.0,85.0,3
9087,other,1195.0,2.0,42.4,2
9088,Thanisandra,1884.0,4.0,117.0,3
9089,Bannerghatta Road,905.0,2.0,58.0,2
9090,JP Nagar,1500.0,2.0,108.0,3
9091,other,850.0,1.0,50.0,1
9092,Bommasandra Industrial Area,1125.0,2.0,32.49,2
9093,Tindlu,1165.0,2.0,59.8,2
9094,other,933.0,2.0,55.0,2
9095,Hennur Road,1305.0,2.0,77.0,3
9096,Billekahalli,1125.0,2.0,65.0,2
9097,other,865.0,2.0,33.0,2
9098,Jigani,1245.0,3.0,66.0,3
9099,Kalyan nagar,8840.0,2.0,300.0,2
9100,other,1145.0,2.0,60.0,3
9101,AECS Layout,2000.0,3.0,90.0,3
9102,Hosa Road,625.0,1.0,43.68,1
9103,Kundalahalli,1724.0,3.0,128.0,3
9104,Sarjapur  Road,1270.0,2.0,54.0,3
9105,other,1250.0,3.0,39.5,3
9106,Jakkur,1485.0,3.0,72.0,3
9107,7th Phase JP Nagar,990.0,2.0,50.0,2
9108,TC Palaya,1200.0,2.0,66.0,3
9109,Kothanur,1185.0,2.0,59.0,2
9110,Kadubeesanahalli,1140.0,2.0,78.0,2
9111,Ambedkar Nagar,1950.0,4.0,120.0,3
9112,Yelahanka,1756.0,3.0,125.0,3
9113,other,1025.0,2.0,48.0,2
9114,Whitefield,1216.0,2.0,72.0,2
9115,Sarjapur  Road,1026.0,2.0,60.8,2
9116,Kodichikkanahalli,2700.0,4.0,125.0,5
9117,Begur,1411.0,2.0,60.0,3
9118,Kanakpura Road,1320.0,2.0,39.6,3
9119,Bannerghatta,1320.0,2.0,50.0,2
9120,HSR Layout,1140.0,2.0,46.0,2
9121,Hebbal,2375.0,4.0,189.0,4
9122,other,1750.0,3.0,120.0,3
9123,TC Palaya,1152.0,2.0,55.0,2
9124,Thanisandra,965.0,2.0,54.0,2
9125,Lingadheeranahalli,1684.0,3.0,120.0,3
9126,Hennur Road,1672.0,3.0,86.0,3
9127,Panathur,1075.0,2.0,60.0,2
9128,other,1464.0,3.0,56.0,3
9129,Hebbal,1420.0,2.0,99.26,2
9130,other,750.0,2.0,40.0,2
9131,Yeshwanthpur,1169.0,2.0,64.08,2
9132,Devanahalli,1290.0,2.0,62.0,3
9133,Kengeri,1160.0,2.0,40.6,2
9134,Mysore Road,1500.0,3.0,70.0,3
9135,other,1300.0,3.0,46.0,3
9136,Electronic City Phase II,1310.0,2.0,37.84,3
9137,other,2150.0,3.0,170.0,3
9138,5th Block Hbr Layout,5100.0,5.0,300.0,6
9139,Kanakpura Road,1300.0,2.0,69.0,3
9140,Kadugodi,1875.0,2.0,110.0,3
9141,Hulimavu,1260.0,2.0,82.0,3
9142,Kengeri,2500.0,4.0,100.0,5
9143,Begur Road,1241.0,2.0,64.0,2
9144,Sarjapur  Road,1025.0,2.0,45.5,2
9145,Electronic City,1070.0,2.0,60.0,2
9146,Begur,815.0,2.0,40.0,2
9147,Kanakpura Road,2000.0,3.0,105.0,3
9148,ITPL,8500.5,5.0,300.0,4
9149,Sarjapur  Road,1216.0,2.0,70.0,2
9150,Kanakpura Road,1200.0,2.0,62.0,2
9151,Marathahalli,1026.0,2.0,50.18,2
9152,Hulimavu,450.0,1.0,20.0,1
9153,KR Puram,1205.0,2.0,45.79,2
9154,other,1368.0,2.0,87.0,2
9155,Anekal,420.0,1.0,12.5,1
9156,Doddakallasandra,1270.0,2.0,42.0,2
9157,Anekal,614.0,1.0,28.0,2
9158,Margondanahalli,1050.0,2.0,58.0,2
9159,Yelahanka,1408.0,2.0,58.0,2
9160,Subramanyapura,1223.0,2.0,42.81,3
9161,other,1507.0,3.0,80.0,3
9162,other,1160.0,2.0,57.0,2
9163,other,1200.0,3.0,70.0,3
9164,Poorna Pragna Layout,960.0,2.0,50.0,2
9165,NGR Layout,1021.0,2.0,46.0,2
9166,Hegde Nagar,2162.03,4.0,129.0,3
9167,Channasandra,1065.0,2.0,36.0,2
9168,Bannerghatta Road,1465.0,2.0,75.0,3
9169,Kanakpura Road,900.0,2.0,41.0,2
9170,Marathahalli,1800.0,3.0,95.0,3
9171,other,1175.0,2.0,83.0,2
9172,Sanjay nagar,1050.0,2.0,59.0,2
9173,Electronic City Phase II,1400.0,2.0,40.43,3
9174,KR Puram,1827.0,3.0,97.0,3
9175,Thanisandra,1930.0,4.0,122.0,3
9176,Mysore Road,883.0,2.0,37.0,2
9177,Kengeri,550.0,1.0,16.75,1
9178,Electronic City,1400.0,2.0,40.44,3
9179,Kanakapura,1290.0,2.0,38.69,3
9180,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
9181,Whitefield,1158.0,2.0,55.0,2
9182,Munnekollal,1200.0,2.0,57.9,3
9183,JP Nagar,1520.0,3.0,125.0,3
9184,Thanisandra,1087.0,1.0,38.46,1
9185,EPIP Zone,2710.0,3.0,177.0,3
9186,Kenchenahalli,1150.0,2.0,57.0,2
9187,Yelahanka,1101.0,2.0,37.0,2
9188,Hebbal,1252.0,2.0,92.0,2
9189,Marathahalli,1650.0,3.0,85.0,3
9190,Marathahalli,1270.0,2.0,80.0,2
9191,Tumkur Road,992.0,2.0,70.0,2
9192,BEML Layout,2000.0,3.0,85.0,3
9193,other,893.0,2.0,34.5,2
9194,Bisuvanahalli,1075.0,2.0,41.49,3
9195,Electronic City,1190.0,2.0,42.0,2
9196,Sarjapur  Road,1814.0,3.0,63.0,3
9197,other,1400.0,3.0,98.0,3
9198,Murugeshpalya,1344.0,2.0,56.0,3
9199,Kanakpura Road,1843.0,3.0,95.0,3
9200,other,1495.0,2.0,70.0,3
9201,Whitefield,1396.0,3.0,74.0,3
9202,Garudachar Palya,1610.0,2.0,119.0,3
9203,Tindlu,1050.0,2.0,55.0,2
9204,other,1410.0,2.0,43.71,3
9205,Ramamurthy Nagar,1050.0,2.0,37.8,2
9206,Kumaraswami Layout,1310.0,2.0,85.0,3
9207,Yelahanka,1104.0,2.0,58.0,2
9208,Hennur Road,1165.0,2.0,67.0,2
9209,Kudlu,1027.0,2.0,44.0,2
9210,Hormavu,1310.0,2.0,60.0,2
9211,other,1052.0,2.0,52.0,2
9212,Singasandra,1464.0,3.0,56.0,3
9213,other,1000.0,2.0,45.0,2
9214,Electronic City,1150.0,2.0,38.08,2
9215,Thanisandra,2019.0,3.0,70.67,3
9216,Varthur,986.0,2.0,31.0,2
9217,Akshaya Nagar,1893.0,4.0,95.0,3
9218,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
9219,Yelahanka,1325.0,2.0,58.0,3
9220,Kereguddadahalli,800.0,2.0,33.0,2
9221,other,1300.0,3.0,42.25,3
9222,other,1300.0,2.0,60.0,3
9223,Jalahalli East,1010.0,2.0,52.0,2
9224,Banashankari,1260.0,2.0,75.0,2
9225,Ulsoor,2500.0,4.0,170.0,4
9226,Bellandur,1665.0,3.0,85.0,3
9227,Subramanyapura,1800.0,3.0,80.0,3
9228,Harlur,1197.0,2.0,75.0,2
9229,other,1050.0,2.0,45.0,2
9230,Thanisandra,1241.0,2.0,68.0,3
9231,other,1567.0,2.0,62.0,3
9232,Kasavanhalli,1747.0,3.0,110.0,3
9233,Ramagondanahalli,1475.0,2.0,55.0,3
9234,Hennur Road,980.0,2.0,51.0,2
9235,Dasanapura,966.0,2.0,58.0,2
9236,other,2360.0,3.0,185.0,4
9237,Sarjapur  Road,1112.0,2.0,62.0,2
9238,other,1760.0,3.0,90.0,3
9239,Hennur,1830.0,2.0,113.0,3
9240,Yelahanka,1175.0,2.0,67.77,2
9241,Whitefield,1175.0,2.0,41.0,2
9242,Horamavu Banaswadi,1025.0,2.0,45.0,2
9243,Hennur Road,1232.0,2.0,80.0,2
9244,5th Phase JP Nagar,1010.0,2.0,57.0,2
9245,Sarjapur  Road,1273.0,2.0,60.0,2
9246,Battarahalli,1590.0,2.0,102.0,2
9247,other,1100.0,2.0,58.5,2
9248,Electronic City Phase II,1252.0,2.0,65.0,3
9249,Yelahanka,1322.0,2.0,77.9,2
9250,7th Phase JP Nagar,1000.0,1.0,60.0,1
9251,Harlur,1755.0,3.0,117.0,3
9252,Electronic City Phase II,1135.0,2.0,46.0,2
9253,Nagavarapalya,1260.0,2.0,85.5,2
9254,Kanakpura Road,1100.0,2.0,53.0,3
9255,Electronic City Phase II,1305.0,3.0,65.0,3
9256,other,1236.0,2.0,50.0,2
9257,Uttarahalli,1125.0,1.0,45.0,2
9258,KR Puram,1075.0,2.0,32.25,2
9259,BEML Layout,2000.0,3.0,85.0,3
9260,Thanisandra,2999.97,6.0,110.0,6
9261,Kadugodi,1150.0,2.0,42.0,2
9262,Hennur Road,1085.0,2.0,43.4,2
9263,Thanisandra,1930.0,4.0,120.0,3
9264,other,800.0,1.0,45.0,2
9265,Kumaraswami Layout,2450.0,3.0,110.0,4
9266,Bannerghatta Road,1920.0,3.0,122.0,3
9267,Kothannur,1085.0,2.0,34.2,2
9268,Thanisandra,760.0,1.0,50.4,1
9269,Sahakara Nagar,1201.0,2.0,80.0,2
9270,Electronic City,1615.0,3.0,97.0,3
9271,HSR Layout,1289.0,2.0,70.0,2
9272,Budigere,1991.0,4.0,100.0,3
9273,Kasavanhalli,1377.0,2.0,80.0,2
9274,Thanisandra,663.0,1.0,32.82,1
9275,Electronic City,1165.0,2.0,33.65,2
9276,Thanisandra,1260.0,2.0,45.5,2
9277,other,1095.0,2.0,39.0,2
9278,other,1050.0,2.0,65.0,2
9279,Seegehalli,1176.0,2.0,50.0,2
9280,Thanisandra,1801.0,3.0,115.0,3
9281,Whitefield,1315.0,2.0,55.0,2
9282,Parappana Agrahara,1194.0,2.0,46.0,2
9283,NRI Layout,2400.0,2.0,125.0,2
9284,Uttarahalli,1308.0,2.0,53.0,3
9285,Thanisandra,3671.0,4.0,220.0,4
9286,Hoodi,2144.0,3.0,140.0,3
9287,Hoskote,1065.0,2.0,33.75,2
9288,Balagere,1205.0,2.0,67.0,2
9289,Uttarahalli,1160.0,2.0,40.58,2
9290,Parappana Agrahara,1194.0,2.0,47.0,2
9291,other,1200.0,3.0,56.53,3
9292,2nd Phase Judicial Layout,1681.0,3.0,69.0,3
9293,Bommasandra Industrial Area,1130.0,2.0,32.64,2
9294,Kanakpura Road,1843.0,3.0,90.0,3
9295,Bommasandra Industrial Area,1065.0,2.0,30.75,2
9296,Thubarahalli,1885.0,3.0,85.52,3
9297,R.T. Nagar,1500.0,2.0,45.0,2
9298,Panathur,1210.0,2.0,69.0,2
9299,TC Palaya,1126.0,2.0,39.4,2
9300,Rayasandra,1357.0,2.0,59.0,3
9301,Whitefield,1451.0,2.0,46.4,3
9302,Hennur Road,950.0,2.0,55.0,2
9303,Bellandur,960.0,2.0,48.0,2
9304,other,1625.0,3.0,92.0,3
9305,Kaggalipura,2200.0,4.0,150.0,3
9306,Ambalipura,1607.0,2.0,112.0,3
9307,Kanakpura Road,900.0,2.0,46.29,2
9308,other,1080.0,2.0,38.0,2
9309,Hosa Road,1708.0,3.0,64.05,4
9310,Yeshwanthpur,2500.0,5.0,185.0,6
9311,Bellandur,1690.0,2.0,116.0,3
9312,other,2100.0,3.0,145.0,5
9313,other,1269.0,2.0,97.0,2
9314,Haralur Road,1243.0,2.0,46.0,2
9315,Haralur Road,1890.0,3.0,84.0,3
9316,Electronic City Phase II,1165.0,2.0,33.64,2
9317,BTM Layout,1196.0,2.0,56.81,2
9318,Parappana Agrahara,1194.0,2.0,47.0,2
9319,Old Madras Road,1630.0,3.0,110.0,3
9320,Whitefield,1063.0,2.0,42.52,2
9321,other,1025.0,2.0,39.98,2
9322,Chikkabanavar,1067.0,2.0,38.0,2
9323,Kanakpura Road,1299.0,2.0,89.63,2
9324,Panathur,1343.0,2.0,76.0,2
9325,Electronics City Phase 1,1330.0,2.0,44.0,3
9326,Mallasandra,1524.0,2.0,72.0,3
9327,Lingadheeranahalli,2236.0,4.0,153.0,4
9328,Domlur,2955.0,3.0,235.0,3
9329,other,1410.0,2.0,45.12,3
9330,Kothanur,1581.0,3.0,76.0,3
9331,Balagere,1205.0,2.0,79.0,2
9332,Thyagaraja Nagar,1270.0,2.0,95.25,3
9333,other,1353.0,2.0,110.0,3
9334,other,1200.0,2.0,68.0,2
9335,other,1250.0,2.0,70.0,3
9336,Sarjapur  Road,1157.0,2.0,69.0,3
9337,Kanakapura,1181.0,1.0,35.475,1
9338,Sarjapur  Road,1000.0,2.0,40.0,2
9339,Yelahanka,602.0,1.0,33.0,1
9340,Hoodi,1108.0,2.0,66.46,2
9341,Thyagaraja Nagar,1040.0,2.0,68.0,2
9342,Sarjapur,1451.0,2.0,87.0,2
9343,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
9344,Kanakpura Road,850.0,1.0,37.32,1
9345,other,900.0,2.0,40.0,2
9346,Kudlu,720.0,1.0,33.0,1
9347,Thanisandra,1573.0,3.0,115.0,3
9348,Sarjapur  Road,1026.0,2.0,60.8,2
9349,CV Raman Nagar,1400.0,2.0,78.0,3
9350,Electronic City Phase II,1400.0,2.0,40.44,3
9351,Banashankari Stage III,2100.0,3.0,147.0,4
9352,Sarjapur  Road,1150.0,2.0,48.5,2
9353,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
9354,Kothanur,1790.0,3.0,105.0,3
9355,Ramagondanahalli,1125.0,2.0,75.0,2
9356,Hennur,2722.0,3.0,84.205,3
9357,Marathahalli,1100.0,2.0,50.0,2
9358,Banaswadi,1105.0,2.0,57.0,2
9359,Thanisandra,1110.0,2.0,46.5,2
9360,Dasanapura,708.0,1.0,41.0,1
9361,Kudlu,1027.0,2.0,44.0,2
9362,other,1600.0,3.0,100.0,3
9363,Sarjapur  Road,1205.0,2.0,37.0,2
9364,5th Phase JP Nagar,1450.0,2.0,73.0,3
9365,other,540.0,1.0,22.0,1
9366,Dasarahalli,1200.0,2.0,42.0,2
9367,Kalena Agrahara,1837.0,2.0,95.0,3
9368,Whitefield,1346.0,2.0,76.01,2
9369,Balagere,1012.0,2.0,68.0,2
9370,other,1125.0,2.0,55.0,2
9371,Kaggadasapura,1500.0,2.0,60.0,3
9372,Harlur,1197.0,2.0,79.9,2
9373,BTM 2nd Stage,1100.0,2.0,47.0,2
9374,other,1563.0,2.0,52.0,3
9375,Sarjapur  Road,1600.0,3.0,120.0,3
9376,Green Glen Layout,1715.0,3.0,120.0,3
9377,Bannerghatta Road,2400.0,4.0,180.0,4
9378,Ramagondanahalli,1151.0,2.0,42.5,2
9379,Uttarahalli,1123.0,2.0,60.0,2
9380,Whitefield,1276.0,2.0,69.5,2
9381,Yelahanka,1315.0,2.0,77.0,2
9382,Poorna Pragna Layout,1270.0,2.0,50.79,3
9383,R.T. Nagar,1325.0,2.0,52.0,2
9384,Varthur,1600.0,3.0,63.2,3
9385,Jakkur,1660.0,3.0,104.0,3
9386,Kodichikkanahalli,1299.0,2.0,58.0,2
9387,Gunjur,1457.0,2.0,60.0,2
9388,Varthur,1000.0,1.0,65.0,2
9389,Mallasandra,1100.0,2.0,76.3,3
9390,Yelahanka,1075.0,2.0,33.53,3
9391,Kanakpura Road,1450.0,3.0,51.0,3
9392,Iblur Village,5515.0,6.0,425.0,5
9393,Bellandur,950.0,1.0,40.0,1
9394,other,1013.0,2.0,60.0,2
9395,Hennur Road,1140.0,2.0,56.0,2
9396,Yelahanka,1430.0,3.0,61.0,3
9397,other,1600.0,3.0,77.0,3
9398,other,1190.0,2.0,48.0,2
9399,other,1625.0,3.0,95.0,3
9400,other,1210.0,2.0,53.0,2
9401,Kalena Agrahara,1180.0,2.0,85.0,2
9402,Nagasandra,1500.0,2.0,91.0,2
9403,Bellandur,850.0,2.0,45.0,2
9404,Kothanur,1130.0,2.0,55.0,2
9405,CV Raman Nagar,907.0,2.0,38.0,2
9406,HRBR Layout,1300.0,2.0,90.0,2
9407,Hennur Road,1891.0,3.0,110.0,3
9408,Hennur Road,1735.0,3.0,78.0,3
9409,Bisuvanahalli,1075.0,2.0,33.0,3
9410,Uttarahalli,1590.0,3.0,57.0,3
9411,other,1160.0,2.0,55.0,2
9412,other,930.0,1.0,55.0,2
9413,Devanahalli,1010.0,2.0,58.0,2
9414,Electronic City,1221.0,2.0,68.0,2
9415,Hoodi,1108.0,2.0,87.48,2
9416,Sarjapur  Road,1370.0,2.0,70.0,2
9417,Banashankari Stage V,920.0,2.0,41.5,2
9418,Bhoganhalli,1277.0,2.0,79.89,2
9419,Horamavu Agara,1213.0,2.0,38.1,2
9420,Singasandra,1653.0,3.0,85.0,3
9421,Sarjapur,2400.0,3.0,140.0,4
9422,Electronics City Phase 1,1321.0,2.0,40.0,3
9423,Kanakpura Road,1570.0,3.0,68.0,3
9424,other,1053.0,2.0,44.0,2
9425,other,1325.0,2.0,56.0,3
9426,other,1169.0,2.0,50.11,2
9427,Badavala Nagar,1274.0,2.0,90.0,2
9428,Whitefield,1317.0,2.0,52.0,2
9429,Lakshminarayana Pura,1195.0,2.0,75.0,2
9430,Whitefield,4122.0,4.0,137.0,4
9431,Kammasandra,940.0,2.0,35.0,2
9432,Budigere,1820.0,3.0,95.5,3
9433,Kanakpura Road,1450.0,3.0,53.6,3
9434,Whitefield,1615.0,3.0,96.9,3
9435,Nagarbhavi,2200.0,2.0,99.0,3
9436,Subramanyapura,985.0,2.0,62.5,2
9437,Electronics City Phase 1,1116.0,2.0,33.0,2
9438,Attibele,656.0,2.0,25.0,2
9439,Kaggadasapura,1105.0,2.0,39.5,2
9440,Whitefield,1220.0,2.0,55.0,2
9441,Hoodi,1400.0,3.0,74.0,3
9442,other,2400.0,3.0,185.0,4
9443,Uttarahalli,1000.0,2.0,35.0,2
9444,Bannerghatta Road,1660.0,3.0,80.0,3
9445,Uttarahalli,1330.0,2.0,57.0,3
9446,Old Madras Road,1165.0,2.0,52.0,2
9447,Budigere,1153.0,2.0,56.0,2
9448,Bannerghatta Road,1270.0,2.0,45.0,2
9449,other,1070.0,2.0,38.0,2
9450,other,1427.0,2.0,85.0,3
9451,Banashankari Stage III,1420.0,2.0,95.0,3
9452,Kothanur,1600.0,5.0,130.0,4
9453,Bellandur,1454.0,2.0,90.0,2
9454,Whitefield,1116.0,2.0,48.76,2
9455,Sarjapur  Road,1346.0,2.0,74.03,2
9456,other,1062.0,2.0,50.0,2
9457,other,700.0,1.0,25.5,1
9458,JP Nagar,1405.0,2.0,99.0,2
9459,Doddathoguru,1100.0,2.0,50.0,2
9460,Chikka Tirupathi,2153.0,4.0,120.0,3
9461,Ulsoor,2135.0,3.0,170.0,3
9462,Uttarahalli,1125.0,2.0,47.0,2
9463,2nd Phase Judicial Layout,1350.0,2.0,47.25,3
9464,Pai Layout,1068.0,2.0,48.0,2
9465,Doddathoguru,940.0,2.0,32.9,2
9466,Hosa Road,1063.0,2.0,32.79,2
9467,Brookefield,1382.0,2.0,84.5,2
9468,Harlur,936.0,2.0,45.0,2
9469,KR Puram,1400.0,2.0,60.0,3
9470,Sarjapur  Road,475.0,1.0,26.0,1
9471,other,1450.0,3.0,65.0,3
9472,Kudlu,1162.0,2.0,52.0,2
9473,Hosa Road,1161.0,2.0,48.75,2
9474,Green Glen Layout,1623.29,2.0,105.0,3
9475,Brookefield,1260.0,2.0,70.0,2
9476,Seegehalli,3000.0,4.0,240.0,3
9477,Murugeshpalya,1500.0,2.0,70.0,3
9478,Budigere,1030.0,1.0,34.545,1
9479,Nagarbhavi,1100.0,2.0,46.2,2
9480,Whitefield,1400.0,2.0,56.0,3
9481,Ramagondanahalli,2257.0,3.0,155.0,3
9482,Budigere,1153.0,2.0,56.5,2
9483,Sarjapur  Road,1197.0,2.0,56.86,2
9484,other,1150.0,2.0,90.0,2
9485,other,595.0,1.0,40.0,1
9486,Hoodi,1837.0,3.0,110.0,3
9487,other,3750.0,4.0,190.0,4
9488,Bellandur,1830.0,3.0,91.86,3
9489,Green Glen Layout,1715.0,3.0,115.0,3
9490,Electronic City,970.0,2.0,35.0,2
9491,NRI Layout,2700.0,5.0,95.75,4
9492,other,5480.0,4.0,400.0,3
9493,Vidyaranyapura,2400.0,5.0,135.0,4
9494,Sarjapur  Road,3040.0,4.0,135.0,4
9495,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
9496,Begur Road,1160.0,2.0,36.54,2
9497,other,1500.0,3.0,75.0,3
9498,ITPL,850.0,2.0,25.4,2
9499,Ramamurthy Nagar,935.0,2.0,39.0,2
9500,Doddaballapur,654.0,1.0,49.0,1
9501,Kaggalipura,950.0,2.0,60.0,2
9502,other,1250.0,3.0,54.0,3
9503,Doddakallasandra,1072.0,2.0,42.87,2
9504,other,1425.0,2.0,65.0,3
9505,Uttarahalli,1165.0,1.0,42.09,2
9506,Kathriguppe,1390.0,2.0,69.49,3
9507,Kalena Agrahara,1510.0,3.0,78.0,3
9508,Thanisandra,1305.0,2.0,90.0,2
9509,Kodigehaali,866.0,2.0,32.0,2
9510,Hulimavu,1231.0,2.0,84.5,2
9511,Sompura,1360.0,2.0,45.0,3
9512,Yeshwanthpur,2500.0,3.0,138.0,3
9513,Whitefield,1140.0,2.0,55.0,2
9514,Kanakpura Road,525.0,1.0,30.0,1
