,location,total_sqft,bath,price,bhk,encoded_loc
8943,Sarjapur  Road,2100.0,3.0,130.0,3,203
8944,Kudlu,1027.0,2.0,44.0,2,151
8945,Bommasandra,1365.0,3.0,52.82,3,51
8946,Chandapura,1200.0,2.0,52.0,3,58
8947,Cooke Town,1100.0,2.0,90.0,2,64
8948,7th Phase JP Nagar,1075.0,2.0,57.0,3,7
8949,Banashankari,1100.0,2.0,63.0,2,29
8950,other,1320.0,2.0,58.0,3,240
8951,Kammasandra,1500.0,3.0,65.0,3,129
8952,Vittasandra,1246.0,2.0,67.5,2,233
8953,Bhoganhalli,1718.0,3.0,90.2,3,46
8954,Bisuvanahalli,1075.0,2.0,32.0,3,49
8955,other,1480.0,3.0,75.48,3,240
8956,Kanakpura Road,1041.0,2.0,36.44,2,131
8957,other,1128.0,2.0,48.4,2,240
8958,Hosur Road,1685.0,3.0,90.0,3,107
8959,other,1180.0,2.0,65.0,2,240
8960,other,1200.0,2.0,60.0,2,240
8961,other,1250.0,3.0,39.5,3,240
8962,Kanakpura Road,900.0,2.0,41.0,2,131
8963,other,1000.0,2.0,45.0,2,240
8964,Vittasandra,1404.0,2.0,70.0,2,233
8965,Ramagondanahalli,1610.0,2.0,115.0,3,196
8966,Varthur,1760.0,2.0,85.0,2,226
8967,other,975.0,2.0,55.0,2,240
8968,other,1190.0,2.0,42.0,2,240
8969,Kudlu,1110.0,2.0,46.0,2,151
8970,Gunjur,1235.0,2.0,44.5,2,88
8971,other,1275.0,2.0,55.0,2,240
8972,Harlur,1197.0,2.0,76.0,2,94
8973,Begur Road,644.0,1.0,32.0,1,42
8974,Bellandur,1251.0,2.0,47.0,2,43
8975,other,1080.0,2.0,38.0,2,240
8976,Kudlu,2100.0,3.0,114.0,4,151
8977,NRI Layout,1731.0,3.0,64.11,3,173
8978,Hormavu,1206.0,2.0,55.0,2,103
8979,Choodasandra,1560.0,3.0,78.0,3,63
8980,7th Phase JP Nagar,750.0,1.0,47.0,1,7
8981,Sarjapur  Road,702.0,1.0,35.8,1,203
8982,Attibele,1700.0,3.0,65.0,3,22
8983,HRBR Layout,1145.0,2.0,68.5,2,91
8984,Ramamurthy Nagar,1208.0,2.0,43.5,3,197
8985,Brookefield,1589.0,3.0,74.0,3,54
8986,Yelahanka New Town,1426.0,2.0,61.5,3,237
8987,Green Glen Layout,1885.0,3.0,135.0,3,86
8988,Old Madras Road,935.0,2.0,37.77,2,183
8989,Old Madras Road,1171.0,2.0,73.0,2,183
8990,Singasandra,1465.0,2.0,60.0,2,210
8991,Budigere,1820.0,3.0,95.0,3,55
8992,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3,193
8993,Whitefield,1452.0,2.0,46.29,3,234
8994,Hennur Road,1445.0,2.0,89.56,3,99
8995,other,1170.0,2.0,39.0,2,240
8996,other,1070.0,2.0,50.0,2,240
8997,Kanakpura Road,1100.0,3.0,53.0,3,131
8998,Kothanur,1140.0,2.0,56.0,2,150
8999,Rachenahalli,2600.0,3.0,160.0,3,192
9000,other,1532.0,3.0,59.75,3,240
9001,other,1150.0,2.0,46.0,2,240
9002,Jakkur,1473.0,2.0,85.0,2,114
9003,Kathriguppe,1350.0,3.0,80.99,3,136
9004,Hoodi,1660.0,3.0,128.0,3,100
9005,Chamrajpet,650.0,2.0,45.0,2,57
9006,other,1495.0,3.0,90.0,3,240
9007,R.T. Nagar,1080.0,2.0,48.0,2,191
9008,Electronic City,1521.0,2.0,57.5,3,77
9009,other,1053.0,2.0,51.0,2,240
9010,7th Phase JP Nagar,1050.0,2.0,42.0,2,7
9011,Thanisandra,1430.0,2.0,51.48,3,218
9012,other,1250.0,3.0,39.0,3,240
9013,other,1200.0,2.0,75.0,4,240
9014,Uttarahalli,1000.0,2.0,39.5,2,225
9015,Bannerghatta Road,1630.0,3.0,68.0,3,37
9016,Kammasandra,985.0,2.0,40.5,2,129
9017,BTM 2nd Stage,1200.0,2.0,70.0,2,24
9018,Ambalipura,1650.0,3.0,100.0,3,13
9019,Mico Layout,1670.0,3.0,59.0,3,168
9020,other,1000.0,2.0,60.0,2,240
9021,other,830.0,2.0,26.0,2,240
9022,Ramagondanahalli,1200.0,3.0,56.1,3,196
9023,Haralur Road,1140.0,2.0,43.0,2,93
9024,Nagarbhavi,1635.0,3.0,85.0,3,174
9025,HSR Layout,1120.0,2.0,70.0,2,92
9026,other,2750.0,6.0,200.0,6,240
9027,Harlur,2137.0,3.0,110.0,3,94
9028,Hennur Road,973.0,2.0,50.74,2,99
9029,Banashankari,1020.0,2.0,40.79,2,29
9030,Electronic City,750.0,1.0,35.0,1,77
9031,Kambipura,883.0,2.0,49.0,2,127
9032,Ramagondanahalli,2787.0,5.0,220.0,4,196
9033,other,1470.0,2.0,60.0,3,240
9034,other,1275.0,2.0,76.0,2,240
9035,Kothanur,1787.0,3.0,120.0,3,150
9036,8th Phase JP Nagar,1730.0,5.0,75.0,5,8
9037,Yeshwanthpur,1692.0,3.0,108.0,3,239
9038,Bannerghatta Road,1400.0,3.0,69.0,3,37
9039,Sarjapur  Road,1115.0,2.0,50.0,2,203
9040,Whitefield,1370.0,2.0,56.0,2,234
9041,other,1602.0,3.0,56.0,3,240
9042,other,793.0,1.0,40.0,1,240
9043,GM Palaya,675.0,1.0,35.0,1,81
9044,Chikka Tirupathi,3250.0,4.0,136.0,4,60
9045,Whitefield,1050.0,2.0,43.0,2,234
9046,Jalahalli East,1035.0,2.0,42.5,2,116
9047,Sarjapur  Road,1200.0,2.0,44.0,3,203
9048,Sarjapur  Road,1800.0,3.0,128.0,3,203
9049,Green Glen Layout,1625.0,3.0,70.0,3,86
9050,Electronics City Phase 1,1032.0,2.0,31.99,2,79
9051,Whitefield,1496.0,2.0,71.81,3,234
9052,other,1100.0,2.0,38.0,2,240
9053,Kundalahalli,1500.0,3.0,50.0,3,154
9054,Electronic City Phase II,1125.0,2.0,32.63,2,78
9055,other,1555.0,3.0,73.0,3,240
9056,Amruthahalli,1025.0,2.0,42.0,2,15
9057,Hennur Road,1482.0,2.0,83.73,3,99
9058,other,1630.0,2.0,130.0,3,240
9059,Arekere,900.0,2.0,44.5,2,21
9060,Yelahanka,1355.0,2.0,75.0,3,236
9061,Akshaya Nagar,1200.0,2.0,45.0,2,12
9062,other,1563.0,3.0,63.0,3,240
9063,other,1344.0,4.0,84.0,4,240
9064,5th Phase JP Nagar,812.0,2.0,42.0,2,5
9065,Basaveshwara Nagar,1200.0,2.0,70.0,2,39
9066,Yelahanka,3175.0,4.0,156.0,4,236
9067,Marathahalli,1360.0,2.0,101.0,2,165
9068,Hegde Nagar,1835.0,3.0,88.0,3,97
9069,Rachenahalli,1756.0,3.0,110.0,3,192
9070,8th Phase JP Nagar,1296.0,2.0,51.83,3,8
9071,Haralur Road,1300.0,2.0,75.0,2,93
9072,Anandapura,1141.0,2.0,50.0,2,16
9073,Poorna Pragna Layout,1270.0,2.0,50.79,3,189
9074,Electronic City,1210.0,2.0,55.0,2,77
9075,Hormavu,1310.0,2.0,67.0,2,103
9076,Magadi Road,1713.0,2.0,55.195,3,159
9077,Gubbalala,1745.0,3.0,140.0,3,87
9078,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2,193
9079,Electronic City Phase II,1140.0,2.0,34.0,2,78
9080,Varthur,1210.0,2.0,54.0,2,226
9081,Kasavanhalli,2035.0,3.0,142.0,3,134
9082,Amruthahalli,485.0,1.0,19.5,1,15
9083,Varthur,1112.0,2.0,40.0,2,226
9084,other,1200.0,2.0,82.0,2,240
9085,Sarjapur  Road,2275.0,4.0,187.0,3,203
9086,other,1419.0,3.0,85.0,3,240
9087,other,1195.0,2.0,42.4,2,240
9088,Thanisandra,1884.0,4.0,117.0,3,218
9089,Bannerghatta Road,905.0,2.0,58.0,2,37
9090,JP Nagar,1500.0,2.0,108.0,3,113
9091,other,850.0,1.0,50.0,1,240
9092,Bommasandra Industrial Area,1125.0,2.0,32.49,2,52
9093,Tindlu,1165.0,2.0,59.8,2,222
9094,other,933.0,2.0,55.0,2,240
9095,Hennur Road,1305.0,2.0,77.0,3,99
9096,Billekahalli,1125.0,2.0,65.0,2,47
9097,other,865.0,2.0,33.0,2,240
9098,Jigani,1245.0,3.0,66.0,3,117
9099,Kalyan nagar,8840.0,2.0,300.0,2,126
9100,other,1145.0,2.0,60.0,3,240
9101,AECS Layout,2000.0,3.0,90.0,3,10
9102,Hosa Road,625.0,1.0,43.68,1,104
9103,Kundalahalli,1724.0,3.0,128.0,3,154
9104,Sarjapur  Road,1270.0,2.0,54.0,3,203
9105,other,1250.0,3.0,39.5,3,240
9106,Jakkur,1485.0,3.0,72.0,3,114
9107,7th Phase JP Nagar,990.0,2.0,50.0,2,7
9108,TC Palaya,1200.0,2.0,66.0,3,216
9109,Kothanur,1185.0,2.0,59.0,2,150
9110,Kadubeesanahalli,1140.0,2.0,78.0,2,120
9111,Ambedkar Nagar,1950.0,4.0,120.0,3,14
9112,Yelahanka,1756.0,3.0,125.0,3,236
9113,other,1025.0,2.0,48.0,2,240
9114,Whitefield,1216.0,2.0,72.0,2,234
9115,Sarjapur  Road,1026.0,2.0,60.8,2,203
9116,Kodichikkanahalli,2700.0,4.0,125.0,5,142
9117,Begur,1411.0,2.0,60.0,3,41
9118,Kanakpura Road,1320.0,2.0,39.6,3,131
9119,Bannerghatta,1320.0,2.0,50.0,2,36
9120,HSR Layout,1140.0,2.0,46.0,2,92
9121,Hebbal,2375.0,4.0,189.0,4,95
9122,other,1750.0,3.0,120.0,3,240
9123,TC Palaya,1152.0,2.0,55.0,2,216
9124,Thanisandra,965.0,2.0,54.0,2,218
9125,Lingadheeranahalli,1684.0,3.0,120.0,3,158
9126,Hennur Road,1672.0,3.0,86.0,3,99
9127,Panathur,1075.0,2.0,60.0,2,186
9128,other,1464.0,3.0,56.0,3,240
9129,Hebbal,1420.0,2.0,99.26,2,95
9130,other,750.0,2.0,40.0,2,240
9131,Yeshwanthpur,1169.0,2.0,64.08,2,239
9132,Devanahalli,1290.0,2.0,62.0,3,68
9133,Kengeri,1160.0,2.0,40.6,2,139
9134,Mysore Road,1500.0,3.0,70.0,3,171
9135,other,1300.0,3.0,46.0,3,240
9136,Electronic City Phase II,1310.0,2.0,37.84,3,78
9137,other,2150.0,3.0,170.0,3,240
9138,5th Block Hbr Layout,5100.0,5.0,300.0,6,4
9139,Kanakpura Road,1300.0,2.0,69.0,3,131
9140,Kadugodi,1875.0,2.0,110.0,3,121
9141,Hulimavu,1260.0,2.0,82.0,3,108
9142,Kengeri,2500.0,4.0,100.0,5,139
9143,Begur Road,1241.0,2.0,64.0,2,42
9144,Sarjapur  Road,1025.0,2.0,45.5,2,203
9145,Electronic City,1070.0,2.0,60.0,2,77
9146,Begur,815.0,2.0,40.0,2,41
9147,Kanakpura Road,2000.0,3.0,105.0,3,131
9148,ITPL,8500.5,5.0,300.0,4,110
9149,Sarjapur  Road,1216.0,2.0,70.0,2,203
9150,Kanakpura Road,1200.0,2.0,62.0,2,131
9151,Marathahalli,1026.0,2.0,50.18,2,165
9152,Hulimavu,450.0,1.0,20.0,1,108
9153,KR Puram,1205.0,2.0,45.79,2,119
9154,other,1368.0,2.0,87.0,2,240
9155,Anekal,420.0,1.0,12.5,1,18
9156,Doddakallasandra,1270.0,2.0,42.0,2,72
9157,Anekal,614.0,1.0,28.0,2,18
9158,Margondanahalli,1050.0,2.0,58.0,2,166
9159,Yelahanka,1408.0,2.0,58.0,2,236
9160,Subramanyapura,1223.0,2.0,42.81,3,214
9161,other,1507.0,3.0,80.0,3,240
9162,other,1160.0,2.0,57.0,2,240
9163,other,1200.0,3.0,70.0,3,240
9164,Poorna Pragna Layout,960.0,2.0,50.0,2,189
9165,NGR Layout,1021.0,2.0,46.0,2,172
9166,Hegde Nagar,2162.03,4.0,129.0,3,97
9167,Channasandra,1065.0,2.0,36.0,2,59
9168,Bannerghatta Road,1465.0,2.0,75.0,3,37
9169,Kanakpura Road,900.0,2.0,41.0,2,131
9170,Marathahalli,1800.0,3.0,95.0,3,165
9171,other,1175.0,2.0,83.0,2,240
9172,Sanjay nagar,1050.0,2.0,59.0,2,200
9173,Electronic City Phase II,1400.0,2.0,40.43,3,78
9174,KR Puram,1827.0,3.0,97.0,3,119
9175,Thanisandra,1930.0,4.0,122.0,3,218
9176,Mysore Road,883.0,2.0,37.0,2,171
9177,Kengeri,550.0,1.0,16.75,1,139
9178,Electronic City,1400.0,2.0,40.44,3,77
9179,Kanakapura,1290.0,2.0,38.69,3,130
9180,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3,193
9181,Whitefield,1158.0,2.0,55.0,2,234
9182,Munnekollal,1200.0,2.0,57.9,3,169
9183,JP Nagar,1520.0,3.0,125.0,3,113
9184,Thanisandra,1087.0,1.0,38.46,1,218
9185,EPIP Zone,2710.0,3.0,177.0,3,76
9186,Kenchenahalli,1150.0,2.0,57.0,2,138
9187,Yelahanka,1101.0,2.0,37.0,2,236
9188,Hebbal,1252.0,2.0,92.0,2,95
9189,Marathahalli,1650.0,3.0,85.0,3,165
9190,Marathahalli,1270.0,2.0,80.0,2,165
9191,Tumkur Road,992.0,2.0,70.0,2,223
9192,BEML Layout,2000.0,3.0,85.0,3,23
9193,other,893.0,2.0,34.5,2,240
9194,Bisuvanahalli,1075.0,2.0,41.49,3,49
9195,Electronic City,1190.0,2.0,42.0,2,77
9196,Sarjapur  Road,1814.0,3.0,63.0,3,203
9197,other,1400.0,3.0,98.0,3,240
9198,Murugeshpalya,1344.0,2.0,56.0,3,170
9199,Kanakpura Road,1843.0,3.0,95.0,3,131
9200,other,1495.0,2.0,70.0,3,240
9201,Whitefield,1396.0,3.0,74.0,3,234
9202,Garudachar Palya,1610.0,2.0,119.0,3,82
9203,Tindlu,1050.0,2.0,55.0,2,222
9204,other,1410.0,2.0,43.71,3,240
9205,Ramamurthy Nagar,1050.0,2.0,37.8,2,197
9206,Kumaraswami Layout,1310.0,2.0,85.0,3,153
9207,Yelahanka,1104.0,2.0,58.0,2,236
9208,Hennur Road,1165.0,2.0,67.0,2,99
9209,Kudlu,1027.0,2.0,44.0,2,151
9210,Hormavu,1310.0,2.0,60.0,2,103
9211,other,1052.0,2.0,52.0,2,240
9212,Singasandra,1464.0,3.0,56.0,3,210
9213,other,1000.0,2.0,45.0,2,240
9214,Electronic City,1150.0,2.0,38.08,2,77
9215,Thanisandra,2019.0,3.0,70.67,3,218
9216,Varthur,986.0,2.0,31.0,2,226
9217,Akshaya Nagar,1893.0,4.0,95.0,3,12
9218,Gollarapalya Hosahalli,1318.0,3.0,56.0,3,84
9219,Yelahanka,1325.0,2.0,58.0,3,236
9220,Kereguddadahalli,800.0,2.0,33.0,2,141
9221,other,1300.0,3.0,42.25,3,240
9222,other,1300.0,2.0,60.0,3,240
9223,Jalahalli East,1010.0,2.0,52.0,2,116
9224,Banashankari,1260.0,2.0,75.0,2,29
9225,Ulsoor,2500.0,4.0,170.0,4,224
9226,Bellandur,1665.0,3.0,85.0,3,43
9227,Subramanyapura,1800.0,3.0,80.0,3,214
9228,Harlur,1197.0,2.0,75.0,2,94
9229,other,1050.0,2.0,45.0,2,240
9230,Thanisandra,1241.0,2.0,68.0,3,218
9231,other,1567.0,2.0,62.0,3,240
9232,Kasavanhalli,1747.0,3.0,110.0,3,134
9233,Ramagondanahalli,1475.0,2.0,55.0,3,196
9234,Hennur Road,980.0,2.0,51.0,2,99
9235,Dasanapura,966.0,2.0,58.0,2,66
9236,other,2360.0,3.0,185.0,4,240
9237,Sarjapur  Road,1112.0,2.0,62.0,2,203
9238,other,1760.0,3.0,90.0,3,240
9239,Hennur,1830.0,2.0,113.0,3,98
9240,Yelahanka,1175.0,2.0,67.77,2,236
9241,Whitefield,1175.0,2.0,41.0,2,234
9242,Horamavu Banaswadi,1025.0,2.0,45.0,2,102
9243,Hennur Road,1232.0,2.0,80.0,2,99
9244,5th Phase JP Nagar,1010.0,2.0,57.0,2,5
9245,Sarjapur  Road,1273.0,2.0,60.0,2,203
9246,Battarahalli,1590.0,2.0,102.0,2,40
9247,other,1100.0,2.0,58.5,2,240
9248,Electronic City Phase II,1252.0,2.0,65.0,3,78
9249,Yelahanka,1322.0,2.0,77.9,2,236
9250,7th Phase JP Nagar,1000.0,1.0,60.0,1,7
9251,Harlur,1755.0,3.0,117.0,3,94
9252,Electronic City Phase II,1135.0,2.0,46.0,2,78
9253,Nagavarapalya,1260.0,2.0,85.5,2,177
9254,Kanakpura Road,1100.0,2.0,53.0,3,131
9255,Electronic City Phase II,1305.0,3.0,65.0,3,78
9256,other,1236.0,2.0,50.0,2,240
9257,Uttarahalli,1125.0,1.0,45.0,2,225
9258,KR Puram,1075.0,2.0,32.25,2,119
9259,BEML Layout,2000.0,3.0,85.0,3,23
9260,Thanisandra,2999.97,6.0,110.0,6,218
9261,Kadugodi,1150.0,2.0,42.0,2,121
9262,Hennur Road,1085.0,2.0,43.4,2,99
9263,Thanisandra,1930.0,4.0,120.0,3,218
9264,other,800.0,1.0,45.0,2,240
9265,Kumaraswami Layout,2450.0,3.0,110.0,4,153
9266,Bannerghatta Road,1920.0,3.0,122.0,3,37
9267,Kothannur,1085.0,2.0,34.2,2,149
9268,Thanisandra,760.0,1.0,50.4,1,218
9269,Sahakara Nagar,1201.0,2.0,80.0,2,199
9270,Electronic City,1615.0,3.0,97.0,3,77
9271,HSR Layout,1289.0,2.0,70.0,2,92
9272,Budigere,1991.0,4.0,100.0,3,55
9273,Kasavanhalli,1377.0,2.0,80.0,2,134
9274,Thanisandra,663.0,1.0,32.82,1,218
9275,Electronic City,1165.0,2.0,33.65,2,77
9276,Thanisandra,1260.0,2.0,45.5,2,218
9277,other,1095.0,2.0,39.0,2,240
9278,other,1050.0,2.0,65.0,2,240
9279,Seegehalli,1176.0,2.0,50.0,2,207
9280,Thanisandra,1801.0,3.0,115.0,3,218
9281,Whitefield,1315.0,2.0,55.0,2,234
9282,Parappana Agrahara,1194.0,2.0,46.0,2,187
9283,NRI Layout,2400.0,2.0,125.0,2,173
9284,Uttarahalli,1308.0,2.0,53.0,3,225
9285,Thanisandra,3671.0,4.0,220.0,4,218
9286,Hoodi,2144.0,3.0,140.0,3,100
9287,Hoskote,1065.0,2.0,33.75,2,106
9288,Balagere,1205.0,2.0,67.0,2,28
9289,Uttarahalli,1160.0,2.0,40.58,2,225
9290,Parappana Agrahara,1194.0,2.0,47.0,2,187
9291,other,1200.0,3.0,56.53,3,240
9292,2nd Phase Judicial Layout,1681.0,3.0,69.0,3,2
9293,Bommasandra Industrial Area,1130.0,2.0,32.64,2,52
9294,Kanakpura Road,1843.0,3.0,90.0,3,131
9295,Bommasandra Industrial Area,1065.0,2.0,30.75,2,52
9296,Thubarahalli,1885.0,3.0,85.52,3,220
9297,R.T. Nagar,1500.0,2.0,45.0,2,191
9298,Panathur,1210.0,2.0,69.0,2,186
9299,TC Palaya,1126.0,2.0,39.4,2,216
9300,Rayasandra,1357.0,2.0,59.0,3,198
9301,Whitefield,1451.0,2.0,46.4,3,234
9302,Hennur Road,950.0,2.0,55.0,2,99
9303,Bellandur,960.0,2.0,48.0,2,43
9304,other,1625.0,3.0,92.0,3,240
9305,Kaggalipura,2200.0,4.0,150.0,3,123
9306,Ambalipura,1607.0,2.0,112.0,3,13
9307,Kanakpura Road,900.0,2.0,46.29,2,131
9308,other,1080.0,2.0,38.0,2,240
9309,Hosa Road,1708.0,3.0,64.05,4,104
9310,Yeshwanthpur,2500.0,5.0,185.0,6,239
9311,Bellandur,1690.0,2.0,116.0,3,43
9312,other,2100.0,3.0,145.0,5,240
9313,other,1269.0,2.0,97.0,2,240
9314,Haralur Road,1243.0,2.0,46.0,2,93
9315,Haralur Road,1890.0,3.0,84.0,3,93
9316,Electronic City Phase II,1165.0,2.0,33.64,2,78
9317,BTM Layout,1196.0,2.0,56.81,2,25
9318,Parappana Agrahara,1194.0,2.0,47.0,2,187
9319,Old Madras Road,1630.0,3.0,110.0,3,183
9320,Whitefield,1063.0,2.0,42.52,2,234
9321,other,1025.0,2.0,39.98,2,240
9322,Chikkabanavar,1067.0,2.0,38.0,2,61
9323,Kanakpura Road,1299.0,2.0,89.63,2,131
9324,Panathur,1343.0,2.0,76.0,2,186
9325,Electronics City Phase 1,1330.0,2.0,44.0,3,79
9326,Mallasandra,1524.0,2.0,72.0,3,162
9327,Lingadheeranahalli,2236.0,4.0,153.0,4,158
9328,Domlur,2955.0,3.0,235.0,3,74
9329,other,1410.0,2.0,45.12,3,240
9330,Kothanur,1581.0,3.0,76.0,3,150
9331,Balagere,1205.0,2.0,79.0,2,28
9332,Thyagaraja Nagar,1270.0,2.0,95.25,3,221
9333,other,1353.0,2.0,110.0,3,240
9334,other,1200.0,2.0,68.0,2,240
9335,other,1250.0,2.0,70.0,3,240
9336,Sarjapur  Road,1157.0,2.0,69.0,3,203
9337,Kanakapura,1181.0,1.0,35.475,1,130
9338,Sarjapur  Road,1000.0,2.0,40.0,2,203
9339,Yelahanka,602.0,1.0,33.0,1,236
9340,Hoodi,1108.0,2.0,66.46,2,100
9341,Thyagaraja Nagar,1040.0,2.0,68.0,2,221
9342,Sarjapur,1451.0,2.0,87.0,2,202
9343,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,193
9344,Kanakpura Road,850.0,1.0,37.32,1,131
9345,other,900.0,2.0,40.0,2,240
9346,Kudlu,720.0,1.0,33.0,1,151
9347,Thanisandra,1573.0,3.0,115.0,3,218
9348,Sarjapur  Road,1026.0,2.0,60.8,2,203
9349,CV Raman Nagar,1400.0,2.0,78.0,3,56
9350,Electronic City Phase II,1400.0,2.0,40.44,3,78
9351,Banashankari Stage III,2100.0,3.0,147.0,4,31
9352,Sarjapur  Road,1150.0,2.0,48.5,2,203
9353,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3,193
9354,Kothanur,1790.0,3.0,105.0,3,150
9355,Ramagondanahalli,1125.0,2.0,75.0,2,196
9356,Hennur,2722.0,3.0,84.205,3,98
9357,Marathahalli,1100.0,2.0,50.0,2,165
9358,Banaswadi,1105.0,2.0,57.0,2,34
9359,Thanisandra,1110.0,2.0,46.5,2,218
9360,Dasanapura,708.0,1.0,41.0,1,66
9361,Kudlu,1027.0,2.0,44.0,2,151
9362,other,1600.0,3.0,100.0,3,240
9363,Sarjapur  Road,1205.0,2.0,37.0,2,203
9364,5th Phase JP Nagar,1450.0,2.0,73.0,3,5
9365,other,540.0,1.0,22.0,1,240
9366,Dasarahalli,1200.0,2.0,42.0,2,67
9367,Kalena Agrahara,1837.0,2.0,95.0,3,125
9368,Whitefield,1346.0,2.0,76.01,2,234
9369,Balagere,1012.0,2.0,68.0,2,28
9370,other,1125.0,2.0,55.0,2,240
9371,Kaggadasapura,1500.0,2.0,60.0,3,122
9372,Harlur,1197.0,2.0,79.9,2,94
9373,BTM 2nd Stage,1100.0,2.0,47.0,2,24
9374,other,1563.0,2.0,52.0,3,240
9375,Sarjapur  Road,1600.0,3.0,120.0,3,203
9376,Green Glen Layout,1715.0,3.0,120.0,3,86
9377,Bannerghatta Road,2400.0,4.0,180.0,4,37
9378,Ramagondanahalli,1151.0,2.0,42.5,2,196
9379,Uttarahalli,1123.0,2.0,60.0,2,225
9380,Whitefield,1276.0,2.0,69.5,2,234
9381,Yelahanka,1315.0,2.0,77.0,2,236
9382,Poorna Pragna Layout,1270.0,2.0,50.79,3,189
9383,R.T. Nagar,1325.0,2.0,52.0,2,191
9384,Varthur,1600.0,3.0,63.2,3,226
9385,Jakkur,1660.0,3.0,104.0,3,114
9386,Kodichikkanahalli,1299.0,2.0,58.0,2,142
9387,Gunjur,1457.0,2.0,60.0,2,88
9388,Varthur,1000.0,1.0,65.0,2,226
9389,Mallasandra,1100.0,2.0,76.3,3,162
9390,Yelahanka,1075.0,2.0,33.53,3,236
9391,Kanakpura Road,1450.0,3.0,51.0,3,131
9392,Iblur Village,5515.0,6.0,425.0,5,111
9393,Bellandur,950.0,1.0,40.0,1,43
9394,other,1013.0,2.0,60.0,2,240
9395,Hennur Road,1140.0,2.0,56.0,2,99
9396,Yelahanka,1430.0,3.0,61.0,3,236
9397,other,1600.0,3.0,77.0,3,240
9398,other,1190.0,2.0,48.0,2,240
9399,other,1625.0,3.0,95.0,3,240
9400,other,1210.0,2.0,53.0,2,240
9401,Kalena Agrahara,1180.0,2.0,85.0,2,125
9402,Nagasandra,1500.0,2.0,91.0,2,175
9403,Bellandur,850.0,2.0,45.0,2,43
9404,Kothanur,1130.0,2.0,55.0,2,150
9405,CV Raman Nagar,907.0,2.0,38.0,2,56
9406,HRBR Layout,1300.0,2.0,90.0,2,91
9407,Hennur Road,1891.0,3.0,110.0,3,99
9408,Hennur Road,1735.0,3.0,78.0,3,99
9409,Bisuvanahalli,1075.0,2.0,33.0,3,49
9410,Uttarahalli,1590.0,3.0,57.0,3,225
9411,other,1160.0,2.0,55.0,2,240
9412,other,930.0,1.0,55.0,2,240
9413,Devanahalli,1010.0,2.0,58.0,2,68
9414,Electronic City,1221.0,2.0,68.0,2,77
9415,Hoodi,1108.0,2.0,87.48,2,100
9416,Sarjapur  Road,1370.0,2.0,70.0,2,203
9417,Banashankari Stage V,920.0,2.0,41.5,2,32
9418,Bhoganhalli,1277.0,2.0,79.89,2,46
9419,Horamavu Agara,1213.0,2.0,38.1,2,101
9420,Singasandra,1653.0,3.0,85.0,3,210
9421,Sarjapur,2400.0,3.0,140.0,4,202
9422,Electronics City Phase 1,1321.0,2.0,40.0,3,79
9423,Kanakpura Road,1570.0,3.0,68.0,3,131
9424,other,1053.0,2.0,44.0,2,240
9425,other,1325.0,2.0,56.0,3,240
9426,other,1169.0,2.0,50.11,2,240
9427,Badavala Nagar,1274.0,2.0,90.0,2,27
9428,Whitefield,1317.0,2.0,52.0,2,234
9429,Lakshminarayana Pura,1195.0,2.0,75.0,2,157
9430,Whitefield,4122.0,4.0,137.0,4,234
9431,Kammasandra,940.0,2.0,35.0,2,129
9432,Budigere,1820.0,3.0,95.5,3,55
9433,Kanakpura Road,1450.0,3.0,53.6,3,131
9434,Whitefield,1615.0,3.0,96.9,3,234
9435,Nagarbhavi,2200.0,2.0,99.0,3,174
9436,Subramanyapura,985.0,2.0,62.5,2,214
9437,Electronics City Phase 1,1116.0,2.0,33.0,2,79
9438,Attibele,656.0,2.0,25.0,2,22
9439,Kaggadasapura,1105.0,2.0,39.5,2,122
9440,Whitefield,1220.0,2.0,55.0,2,234
9441,Hoodi,1400.0,3.0,74.0,3,100
9442,other,2400.0,3.0,185.0,4,240
9443,Uttarahalli,1000.0,2.0,35.0,2,225
9444,Bannerghatta Road,1660.0,3.0,80.0,3,37
9445,Uttarahalli,1330.0,2.0,57.0,3,225
9446,Old Madras Road,1165.0,2.0,52.0,2,183
9447,Budigere,1153.0,2.0,56.0,2,55
9448,Bannerghatta Road,1270.0,2.0,45.0,2,37
9449,other,1070.0,2.0,38.0,2,240
9450,other,1427.0,2.0,85.0,3,240
9451,Banashankari Stage III,1420.0,2.0,95.0,3,31
9452,Kothanur,1600.0,5.0,130.0,4,150
9453,Bellandur,1454.0,2.0,90.0,2,43
9454,Whitefield,1116.0,2.0,48.76,2,234
9455,Sarjapur  Road,1346.0,2.0,74.03,2,203
9456,other,1062.0,2.0,50.0,2,240
9457,other,700.0,1.0,25.5,1,240
9458,JP Nagar,1405.0,2.0,99.0,2,113
9459,Doddathoguru,1100.0,2.0,50.0,2,73
9460,Chikka Tirupathi,2153.0,4.0,120.0,3,60
9461,Ulsoor,2135.0,3.0,170.0,3,224
9462,Uttarahalli,1125.0,2.0,47.0,2,225
9463,2nd Phase Judicial Layout,1350.0,2.0,47.25,3,2
9464,Pai Layout,1068.0,2.0,48.0,2,185
